test model relativeRisk haplotypeLength recFrac Training_mTDT_minFreq10.00000_01 Training_mTDT_minFreq10.00000_05 Training_mTDT_minFreq10.00000_001 Training_mTDT_minFreq10.00000_005 Training_ScoreTDT_01 Training_ScoreTDT_05 Training_ScoreTDT_001 Training_ScoreTDT_005 Training_ScoreTDT_minFreq10.00000_01 Training_ScoreTDT_minFreq10.00000_05 Training_ScoreTDT_minFreq10.00000_001 Training_ScoreTDT_minFreq10.00000_005 Training_mTDT1T_01 Training_mTDT1T_05 Training_mTDT1T_001 Training_mTDT1T_005 Training_mTDT1T_minFreq10.00000_01 Training_mTDT1T_minFreq10.00000_05 Training_mTDT1T_minFreq10.00000_001 Training_mTDT1T_minFreq10.00000_005 Training_mTDTP_01 Training_mTDTP_05 Training_mTDTP_001 Training_mTDTP_005 Training_mTDT1_01 Training_mTDT1_05 Training_mTDT1_001 Training_mTDT1_005 Training_mTDT1_minFreq10.00000_01 Training_mTDT1_minFreq10.00000_05 Training_mTDT1_minFreq10.00000_001 Training_mTDT1_minFreq10.00000_005 Training_mTDTYateAlpha_0.50000_01 Training_mTDTYateAlpha_0.50000_05 Training_mTDTYateAlpha_0.50000_001 Training_mTDTYateAlpha_0.50000_005 
PowerTwoLoci RecOrRec 2.0 10 0.0001000 0.19 0.3 0.1 0.14 0.14 0.22 0.07 0.12 0.19 0.29 0.11 0.17 0.25 0.55 0.1 0.17 0.21 0.47 0.09 0.15 0.13 0.29 0.04 0.1 0.3 0.65 0.12 0.21 0.27 0.55 0.11 0.19 0.14 0.21 0.08 0.11
PowerTwoLoci RecOrRec 2.0 10 0.0001500 0.11 0.28 0.05 0.08 0.07 0.16 0.04 0.06 0.12 0.3 0.06 0.1 0.22 0.46 0.04 0.17 0.21 0.39 0.03 0.17 0.12 0.24 0.02 0.05 0.3 0.64 0.07 0.23 0.26 0.52 0.07 0.21 0.07 0.16 0.03 0.06
PowerTwoLoci RecOrRec 2.0 10 0.0002000 0.12 0.2 0.06 0.09 0.09 0.2 0.04 0.06 0.14 0.23 0.07 0.1 0.21 0.51 0.06 0.13 0.18 0.4 0.05 0.08 0.09 0.2 0.05 0.06 0.25 0.69 0.08 0.15 0.22 0.58 0.07 0.12 0.07 0.14 0.05 0.06
PowerTwoLoci RecOrRec 2.4 10 0.0000000 0.68 0.74 0.64 0.67 0.64 0.7 0.52 0.61 0.68 0.72 0.61 0.67 0.7 0.79 0.59 0.68 0.72 0.78 0.59 0.68 0.75 0.76 0.63 0.67 0.75 0.83 0.62 0.71 0.77 0.82 0.62 0.72 0.67 0.7 0.59 0.64
PowerTwoLoci RecOrRec 2.4 10 0.0000500 0.4 0.45 0.29 0.37 0.34 0.41 0.21 0.31 0.38 0.48 0.3 0.38 0.46 0.66 0.34 0.44 0.45 0.6 0.29 0.43 0.41 0.51 0.28 0.35 0.51 0.8 0.35 0.46 0.49 0.7 0.3 0.45 0.33 0.4 0.25 0.32
PowerTwoLoci RecOrRec 2.4 10 0.0001000 0.23 0.29 0.16 0.2 0.18 0.25 0.09 0.16 0.22 0.3 0.14 0.19 0.26 0.61 0.17 0.21 0.25 0.55 0.16 0.19 0.19 0.29 0.09 0.14 0.32 0.71 0.19 0.24 0.29 0.65 0.16 0.22 0.17 0.23 0.1 0.15
PowerTwoLoci RecOrRec 2.4 10 0.0001500 0.12 0.24 0.05 0.1 0.08 0.17 0.03 0.08 0.12 0.29 0.05 0.08 0.23 0.49 0.06 0.17 0.21 0.43 0.04 0.15 0.12 0.21 0.04 0.08 0.36 0.64 0.09 0.29 0.32 0.56 0.07 0.22 0.07 0.14 0.03 0.05
PowerTwoLoci RecOrRec 2.4 10 0.0002000 0.13 0.25 0.07 0.13 0.12 0.22 0.06 0.11 0.16 0.29 0.08 0.13 0.2 0.52 0.1 0.14 0.18 0.42 0.08 0.13 0.09 0.23 0.05 0.09 0.29 0.7 0.12 0.17 0.25 0.59 0.09 0.17 0.09 0.17 0.06 0.08
PowerTwoLoci RecOrRec 2.6 10 0.0000000 0.66 0.72 0.64 0.66 0.65 0.68 0.59 0.63 0.66 0.72 0.62 0.65 0.71 0.8 0.64 0.68 0.7 0.79 0.64 0.67 0.71 0.75 0.63 0.69 0.74 0.85 0.66 0.7 0.75 0.84 0.65 0.69 0.64 0.69 0.63 0.64
PowerTwoLoci RecOrRec 2.6 10 0.0000500 0.42 0.51 0.32 0.38 0.34 0.45 0.27 0.31 0.4 0.55 0.34 0.37 0.49 0.67 0.34 0.46 0.49 0.64 0.33 0.43 0.44 0.56 0.3 0.36 0.52 0.81 0.35 0.49 0.53 0.73 0.33 0.47 0.34 0.43 0.27 0.32
PowerTwoLoci RecOrRec 2.6 10 0.0001000 0.25 0.32 0.16 0.22 0.2 0.28 0.12 0.16 0.25 0.36 0.15 0.2 0.27 0.61 0.16 0.22 0.27 0.53 0.14 0.22 0.22 0.31 0.09 0.2 0.31 0.71 0.2 0.26 0.3 0.63 0.16 0.25 0.18 0.26 0.12 0.15
PowerTwoLoci RecOrRec 2.6 10 0.0001500 0.15 0.25 0.07 0.12 0.11 0.21 0.02 0.06 0.18 0.28 0.07 0.12 0.25 0.49 0.1 0.19 0.24 0.42 0.07 0.2 0.11 0.23 0.03 0.08 0.36 0.69 0.14 0.3 0.35 0.58 0.11 0.29 0.08 0.18 0.03 0.06
PowerTwoLoci RecOrRec 2.6 10 0.0002000 0.19 0.25 0.1 0.17 0.18 0.23 0.07 0.15 0.21 0.29 0.13 0.18 0.23 0.5 0.1 0.15 0.21 0.42 0.09 0.14 0.11 0.23 0.07 0.1 0.33 0.68 0.12 0.19 0.28 0.61 0.11 0.2 0.12 0.2 0.06 0.08
PowerTwoLoci Threshold 1.2 10 0.0000000 0.57 0.65 0.49 0.53 0.51 0.61 0.45 0.47 0.56 0.67 0.47 0.54 0.62 0.77 0.44 0.57 0.6 0.73 0.44 0.56 0.59 0.73 0.51 0.55 0.67 0.83 0.51 0.61 0.66 0.81 0.51 0.61 0.51 0.6 0.46 0.5
PowerTwoLoci Threshold 1.2 10 0.0000500 0.24 0.38 0.15 0.19 0.18 0.33 0.11 0.15 0.22 0.39 0.15 0.21 0.31 0.59 0.14 0.25 0.29 0.55 0.14 0.26 0.25 0.4 0.11 0.22 0.42 0.74 0.17 0.34 0.37 0.66 0.16 0.32 0.18 0.3 0.11 0.15
PowerTwoLoci Threshold 1.2 10 0.0001000 0.13 0.2 0.03 0.11 0.09 0.16 0.02 0.06 0.12 0.24 0.06 0.1 0.16 0.49 0.06 0.13 0.15 0.4 0.04 0.11 0.09 0.19 0 0.08 0.2 0.6 0.07 0.14 0.19 0.46 0.05 0.13 0.06 0.12 0.02 0.03
PowerTwoLoci Threshold 1.2 10 0.0001500 0.09 0.14 0.03 0.06 0.05 0.1 0.02 0.04 0.07 0.21 0.03 0.06 0.17 0.47 0.04 0.11 0.14 0.35 0.02 0.1 0.07 0.17 0.03 0.04 0.25 0.65 0.04 0.16 0.21 0.52 0.04 0.14 0.05 0.08 0.02 0.02
PowerTwoLoci Threshold 1.2 10 0.0002000 0.07 0.14 0.04 0.06 0.07 0.13 0.03 0.07 0.09 0.22 0.05 0.07 0.15 0.43 0.04 0.1 0.13 0.38 0.04 0.08 0.08 0.17 0.01 0.02 0.26 0.65 0.04 0.14 0.21 0.58 0.04 0.12 0.07 0.09 0.03 0.05
PowerTwoLoci Threshold 1.6 10 0.0000000 0.63 0.71 0.52 0.58 0.53 0.63 0.47 0.51 0.61 0.72 0.5 0.58 0.64 0.76 0.51 0.59 0.61 0.77 0.51 0.58 0.66 0.72 0.55 0.63 0.73 0.81 0.56 0.68 0.71 0.8 0.56 0.68 0.54 0.66 0.48 0.51
PowerTwoLoci Threshold 1.6 10 0.0000500 0.27 0.4 0.17 0.23 0.2 0.36 0.12 0.19 0.28 0.43 0.16 0.2 0.38 0.63 0.17 0.26 0.35 0.58 0.2 0.25 0.29 0.42 0.16 0.26 0.45 0.74 0.2 0.32 0.4 0.65 0.23 0.3 0.22 0.32 0.13 0.21
PowerTwoLoci Threshold 1.6 10 0.0001000 0.13 0.23 0.08 0.13 0.11 0.21 0.04 0.09 0.14 0.24 0.08 0.14 0.16 0.55 0.08 0.12 0.16 0.46 0.06 0.11 0.12 0.26 0.03 0.09 0.22 0.63 0.09 0.16 0.2 0.53 0.07 0.14 0.1 0.17 0.04 0.08
PowerTwoLoci Threshold 1.6 10 0.0001500 0.07 0.19 0.05 0.07 0.06 0.13 0.03 0.06 0.08 0.25 0.05 0.07 0.19 0.47 0.05 0.17 0.21 0.4 0.04 0.16 0.07 0.2 0.04 0.05 0.25 0.63 0.06 0.21 0.26 0.52 0.05 0.17 0.06 0.11 0.02 0.06
PowerTwoLoci Threshold 1.6 10 0.0002000 0.08 0.19 0.04 0.06 0.06 0.13 0.03 0.05 0.11 0.2 0.04 0.08 0.16 0.43 0.05 0.1 0.14 0.4 0.04 0.09 0.07 0.17 0.03 0.05 0.23 0.68 0.05 0.15 0.19 0.61 0.04 0.13 0.05 0.11 0.03 0.05
PowerTwoLoci Threshold 2.0 10 0.0000000 0.65 0.72 0.58 0.64 0.58 0.68 0.51 0.54 0.63 0.73 0.54 0.6 0.66 0.77 0.55 0.62 0.65 0.77 0.55 0.63 0.69 0.74 0.59 0.67 0.72 0.81 0.61 0.66 0.69 0.8 0.61 0.67 0.61 0.68 0.51 0.58
PowerTwoLoci Threshold 2.0 10 0.0000500 0.32 0.45 0.24 0.29 0.25 0.44 0.18 0.24 0.34 0.46 0.21 0.29 0.42 0.68 0.25 0.36 0.42 0.6 0.22 0.35 0.33 0.47 0.22 0.31 0.48 0.76 0.26 0.39 0.46 0.66 0.23 0.36 0.26 0.39 0.21 0.25
PowerTwoLoci Threshold 2.0 10 0.0001000 0.19 0.3 0.1 0.14 0.14 0.22 0.07 0.12 0.19 0.29 0.11 0.17 0.25 0.55 0.1 0.17 0.21 0.47 0.09 0.15 0.13 0.29 0.04 0.1 0.3 0.65 0.12 0.21 0.27 0.55 0.11 0.19 0.14 0.21 0.08 0.11
PowerTwoLoci Threshold 2.0 10 0.0001500 0.11 0.28 0.05 0.08 0.07 0.16 0.04 0.06 0.12 0.3 0.06 0.1 0.22 0.46 0.04 0.17 0.21 0.39 0.03 0.17 0.12 0.24 0.02 0.05 0.3 0.64 0.07 0.23 0.26 0.52 0.07 0.21 0.07 0.16 0.03 0.06
PowerTwoLoci Threshold 2.0 10 0.0002000 0.12 0.2 0.06 0.09 0.09 0.2 0.04 0.06 0.14 0.23 0.07 0.1 0.21 0.51 0.06 0.13 0.18 0.4 0.05 0.08 0.09 0.2 0.05 0.06 0.25 0.69 0.08 0.15 0.22 0.58 0.07 0.12 0.07 0.14 0.05 0.06
PowerTwoLoci Threshold 2.4 10 0.0000000 0.68 0.74 0.64 0.67 0.64 0.7 0.52 0.61 0.68 0.72 0.61 0.67 0.7 0.79 0.59 0.68 0.72 0.78 0.59 0.68 0.75 0.76 0.63 0.67 0.75 0.83 0.62 0.71 0.77 0.82 0.62 0.72 0.67 0.7 0.59 0.64
PowerTwoLoci Threshold 2.4 10 0.0000500 0.4 0.45 0.29 0.37 0.34 0.41 0.21 0.31 0.38 0.48 0.3 0.38 0.46 0.66 0.34 0.44 0.45 0.6 0.29 0.43 0.41 0.51 0.28 0.35 0.51 0.8 0.35 0.46 0.49 0.7 0.3 0.45 0.33 0.4 0.25 0.32
PowerTwoLoci Threshold 2.4 10 0.0001000 0.23 0.29 0.16 0.2 0.18 0.25 0.09 0.16 0.22 0.3 0.14 0.19 0.26 0.61 0.17 0.21 0.25 0.55 0.16 0.19 0.19 0.29 0.09 0.14 0.32 0.71 0.19 0.24 0.29 0.65 0.16 0.22 0.17 0.23 0.1 0.15
PowerTwoLoci Threshold 2.4 10 0.0001500 0.12 0.24 0.05 0.1 0.08 0.17 0.03 0.08 0.12 0.29 0.05 0.08 0.23 0.49 0.06 0.17 0.21 0.43 0.04 0.15 0.12 0.21 0.04 0.08 0.36 0.64 0.09 0.29 0.32 0.56 0.07 0.22 0.07 0.14 0.03 0.05
PowerTwoLoci Threshold 2.4 10 0.0002000 0.13 0.25 0.07 0.13 0.12 0.22 0.06 0.11 0.16 0.29 0.08 0.13 0.2 0.52 0.1 0.14 0.18 0.42 0.08 0.13 0.09 0.23 0.05 0.09 0.29 0.7 0.12 0.17 0.25 0.59 0.09 0.17 0.09 0.17 0.06 0.08
PowerTwoLoci Threshold 2.6 10 0.0000000 0.66 0.72 0.64 0.66 0.65 0.68 0.59 0.63 0.66 0.72 0.62 0.65 0.71 0.8 0.64 0.68 0.7 0.79 0.64 0.67 0.71 0.75 0.63 0.69 0.74 0.85 0.66 0.7 0.75 0.84 0.65 0.69 0.64 0.69 0.63 0.64
PowerTwoLoci Threshold 2.6 10 0.0000500 0.42 0.51 0.32 0.38 0.34 0.45 0.27 0.31 0.4 0.55 0.34 0.37 0.49 0.67 0.34 0.46 0.49 0.64 0.33 0.43 0.44 0.56 0.3 0.36 0.52 0.81 0.35 0.49 0.53 0.73 0.33 0.47 0.34 0.43 0.27 0.32
PowerTwoLoci Threshold 2.6 10 0.0001000 0.25 0.32 0.16 0.22 0.2 0.28 0.12 0.16 0.25 0.36 0.15 0.2 0.27 0.61 0.16 0.22 0.27 0.53 0.14 0.22 0.22 0.31 0.09 0.2 0.31 0.71 0.2 0.26 0.3 0.63 0.16 0.25 0.18 0.26 0.12 0.15
PowerTwoLoci Threshold 2.6 10 0.0001500 0.15 0.25 0.07 0.12 0.11 0.21 0.02 0.06 0.18 0.28 0.07 0.12 0.25 0.49 0.1 0.19 0.24 0.42 0.07 0.2 0.11 0.23 0.03 0.08 0.36 0.69 0.14 0.3 0.35 0.58 0.11 0.29 0.08 0.18 0.03 0.06
PowerTwoLoci Threshold 2.6 10 0.0002000 0.19 0.25 0.1 0.17 0.18 0.23 0.07 0.15 0.21 0.29 0.13 0.18 0.23 0.5 0.1 0.15 0.21 0.42 0.09 0.14 0.11 0.23 0.07 0.1 0.33 0.68 0.12 0.19 0.28 0.61 0.11 0.2 0.12 0.2 0.06 0.08
PowerTwoLoci Modified 1.2 10 0.0000000 0.57 0.65 0.49 0.53 0.51 0.61 0.45 0.47 0.56 0.67 0.47 0.54 0.62 0.77 0.44 0.57 0.6 0.73 0.44 0.56 0.59 0.73 0.51 0.55 0.67 0.83 0.51 0.61 0.66 0.81 0.51 0.61 0.51 0.6 0.46 0.5
PowerTwoLoci Modified 1.2 10 0.0000500 0.24 0.38 0.15 0.19 0.18 0.33 0.11 0.15 0.22 0.39 0.15 0.21 0.31 0.59 0.14 0.25 0.29 0.55 0.14 0.26 0.25 0.4 0.11 0.22 0.42 0.74 0.17 0.34 0.37 0.66 0.16 0.32 0.18 0.3 0.11 0.15
PowerTwoLoci Modified 1.2 10 0.0001000 0.13 0.2 0.03 0.11 0.09 0.16 0.02 0.06 0.12 0.24 0.06 0.1 0.16 0.49 0.06 0.13 0.15 0.4 0.04 0.11 0.09 0.19 0 0.08 0.2 0.6 0.07 0.14 0.19 0.46 0.05 0.13 0.06 0.12 0.02 0.03
PowerTwoLoci Modified 1.2 10 0.0001500 0.09 0.14 0.03 0.06 0.05 0.1 0.02 0.04 0.07 0.21 0.03 0.06 0.17 0.47 0.04 0.11 0.14 0.35 0.02 0.1 0.07 0.17 0.03 0.04 0.25 0.65 0.04 0.16 0.21 0.52 0.04 0.14 0.05 0.08 0.02 0.02
PowerTwoLoci Modified 1.2 10 0.0002000 0.07 0.14 0.04 0.06 0.07 0.13 0.03 0.07 0.09 0.22 0.05 0.07 0.15 0.43 0.04 0.1 0.13 0.38 0.04 0.08 0.08 0.17 0.01 0.02 0.26 0.65 0.04 0.14 0.21 0.58 0.04 0.12 0.07 0.09 0.03 0.05
PowerTwoLoci Modified 1.6 10 0.0000000 0.63 0.71 0.52 0.58 0.53 0.63 0.47 0.51 0.61 0.72 0.5 0.58 0.64 0.76 0.51 0.59 0.61 0.77 0.51 0.58 0.66 0.72 0.55 0.63 0.73 0.81 0.56 0.68 0.71 0.8 0.56 0.68 0.54 0.66 0.48 0.51
PowerTwoLoci Modified 1.6 10 0.0000500 0.27 0.4 0.17 0.23 0.2 0.36 0.12 0.19 0.28 0.43 0.16 0.2 0.38 0.63 0.17 0.26 0.35 0.58 0.2 0.25 0.29 0.42 0.16 0.26 0.45 0.74 0.2 0.32 0.4 0.65 0.23 0.3 0.22 0.32 0.13 0.21
PowerTwoLoci Modified 1.6 10 0.0001000 0.13 0.23 0.08 0.13 0.11 0.21 0.04 0.09 0.14 0.24 0.08 0.14 0.16 0.55 0.08 0.12 0.16 0.46 0.06 0.11 0.12 0.26 0.03 0.09 0.22 0.63 0.09 0.16 0.2 0.53 0.07 0.14 0.1 0.17 0.04 0.08
PowerTwoLoci Modified 1.6 10 0.0001500 0.07 0.19 0.05 0.07 0.06 0.13 0.03 0.06 0.08 0.25 0.05 0.07 0.19 0.47 0.05 0.17 0.21 0.4 0.04 0.16 0.07 0.2 0.04 0.05 0.25 0.63 0.06 0.21 0.26 0.52 0.05 0.17 0.06 0.11 0.02 0.06
PowerTwoLoci Modified 1.6 10 0.0002000 0.08 0.19 0.04 0.06 0.06 0.13 0.03 0.05 0.11 0.2 0.04 0.08 0.16 0.43 0.05 0.1 0.14 0.4 0.04 0.09 0.07 0.17 0.03 0.05 0.23 0.68 0.05 0.15 0.19 0.61 0.04 0.13 0.05 0.11 0.03 0.05
PowerTwoLoci Modified 2.0 10 0.0000000 0.65 0.72 0.58 0.64 0.58 0.68 0.51 0.54 0.63 0.73 0.54 0.6 0.66 0.77 0.55 0.62 0.65 0.77 0.55 0.63 0.69 0.74 0.59 0.67 0.72 0.81 0.61 0.66 0.69 0.8 0.61 0.67 0.61 0.68 0.51 0.58
PowerTwoLoci Modified 2.0 10 0.0000500 0.32 0.45 0.24 0.29 0.25 0.44 0.18 0.24 0.34 0.46 0.21 0.29 0.42 0.68 0.25 0.36 0.42 0.6 0.22 0.35 0.33 0.47 0.22 0.31 0.48 0.76 0.26 0.39 0.46 0.66 0.23 0.36 0.26 0.39 0.21 0.25
PowerTwoLoci Modified 2.0 10 0.0001000 0.19 0.3 0.1 0.14 0.14 0.22 0.07 0.12 0.19 0.29 0.11 0.17 0.25 0.55 0.1 0.17 0.21 0.47 0.09 0.15 0.13 0.29 0.04 0.1 0.3 0.65 0.12 0.21 0.27 0.55 0.11 0.19 0.14 0.21 0.08 0.11
PowerTwoLoci Modified 2.0 10 0.0001500 0.11 0.28 0.05 0.08 0.07 0.16 0.04 0.06 0.12 0.3 0.06 0.1 0.22 0.46 0.04 0.17 0.21 0.39 0.03 0.17 0.12 0.24 0.02 0.05 0.3 0.64 0.07 0.23 0.26 0.52 0.07 0.21 0.07 0.16 0.03 0.06
PowerTwoLoci Modified 2.0 10 0.0002000 0.12 0.2 0.06 0.09 0.09 0.2 0.04 0.06 0.14 0.23 0.07 0.1 0.21 0.51 0.06 0.13 0.18 0.4 0.05 0.08 0.09 0.2 0.05 0.06 0.25 0.69 0.08 0.15 0.22 0.58 0.07 0.12 0.07 0.14 0.05 0.06
PowerTwoLoci Modified 2.4 10 0.0000000 0.68 0.74 0.64 0.67 0.64 0.7 0.52 0.61 0.68 0.72 0.61 0.67 0.7 0.79 0.59 0.68 0.72 0.78 0.59 0.68 0.75 0.76 0.63 0.67 0.75 0.83 0.62 0.71 0.77 0.82 0.62 0.72 0.67 0.7 0.59 0.64
PowerTwoLoci Modified 2.4 10 0.0000500 0.4 0.45 0.29 0.37 0.34 0.41 0.21 0.31 0.38 0.48 0.3 0.38 0.46 0.66 0.34 0.44 0.45 0.6 0.29 0.43 0.41 0.51 0.28 0.35 0.51 0.8 0.35 0.46 0.49 0.7 0.3 0.45 0.33 0.4 0.25 0.32
PowerTwoLoci Modified 2.4 10 0.0001000 0.23 0.29 0.16 0.2 0.18 0.25 0.09 0.16 0.22 0.3 0.14 0.19 0.26 0.61 0.17 0.21 0.25 0.55 0.16 0.19 0.19 0.29 0.09 0.14 0.32 0.71 0.19 0.24 0.29 0.65 0.16 0.22 0.17 0.23 0.1 0.15
PowerTwoLoci Modified 2.4 10 0.0001500 0.12 0.24 0.05 0.1 0.08 0.17 0.03 0.08 0.12 0.29 0.05 0.08 0.23 0.49 0.06 0.17 0.21 0.43 0.04 0.15 0.12 0.21 0.04 0.08 0.36 0.64 0.09 0.29 0.32 0.56 0.07 0.22 0.07 0.14 0.03 0.05
PowerTwoLoci Modified 2.4 10 0.0002000 0.13 0.25 0.07 0.13 0.12 0.22 0.06 0.11 0.16 0.29 0.08 0.13 0.2 0.52 0.1 0.14 0.18 0.42 0.08 0.13 0.09 0.23 0.05 0.09 0.29 0.7 0.12 0.17 0.25 0.59 0.09 0.17 0.09 0.17 0.06 0.08
PowerTwoLoci Modified 2.6 10 0.0000000 0.66 0.72 0.64 0.66 0.65 0.68 0.59 0.63 0.66 0.72 0.62 0.65 0.71 0.8 0.64 0.68 0.7 0.79 0.64 0.67 0.71 0.75 0.63 0.69 0.74 0.85 0.66 0.7 0.75 0.84 0.65 0.69 0.64 0.69 0.63 0.64
PowerTwoLoci Modified 2.6 10 0.0000500 0.42 0.51 0.32 0.38 0.34 0.45 0.27 0.31 0.4 0.55 0.34 0.37 0.49 0.67 0.34 0.46 0.49 0.64 0.33 0.43 0.44 0.56 0.3 0.36 0.52 0.81 0.35 0.49 0.53 0.73 0.33 0.47 0.34 0.43 0.27 0.32
PowerTwoLoci Modified 2.6 10 0.0001000 0.25 0.32 0.16 0.22 0.2 0.28 0.12 0.16 0.25 0.36 0.15 0.2 0.27 0.61 0.16 0.22 0.27 0.53 0.14 0.22 0.22 0.31 0.09 0.2 0.31 0.71 0.2 0.26 0.3 0.63 0.16 0.25 0.18 0.26 0.12 0.15
PowerTwoLoci Modified 2.6 10 0.0001500 0.15 0.25 0.07 0.12 0.11 0.21 0.02 0.06 0.18 0.28 0.07 0.12 0.25 0.49 0.1 0.19 0.24 0.42 0.07 0.2 0.11 0.23 0.03 0.08 0.36 0.69 0.14 0.3 0.35 0.58 0.11 0.29 0.08 0.18 0.03 0.06
PowerTwoLoci Modified 2.6 10 0.0002000 0.19 0.25 0.1 0.17 0.18 0.23 0.07 0.15 0.21 0.29 0.13 0.18 0.23 0.5 0.1 0.15 0.21 0.42 0.09 0.14 0.11 0.23 0.07 0.1 0.33 0.68 0.12 0.19 0.28 0.61 0.11 0.2 0.12 0.2 0.06 0.08
PowerOneLocus Additive 1.2 1 0.0000000 0.25 0.35 0.21 0.24 0.25 0.35 0.21 0.24 0.25 0.35 0.21 0.24 0.25 0.35 0.21 0.24 0.25 0.35 0.21 0.24 0.25 0.35 0.21 0.24 0.25 0.35 0.21 0.24 0.25 0.35 0.21 0.24 0.25 0.34 0.21 0.24
PowerOneLocus Additive 1.2 1 0.0000500 0.14 0.22 0.05 0.11 0.14 0.22 0.05 0.11 0.14 0.22 0.05 0.11 0.14 0.22 0.05 0.11 0.14 0.22 0.05 0.11 0.14 0.22 0.05 0.11 0.14 0.22 0.05 0.11 0.14 0.22 0.05 0.11 0.14 0.22 0.05 0.11
PowerOneLocus Additive 1.2 1 0.0001000 0.05 0.09 0.03 0.05 0.05 0.09 0.03 0.05 0.05 0.09 0.03 0.05 0.05 0.09 0.03 0.05 0.05 0.09 0.03 0.05 0.05 0.09 0.03 0.05 0.05 0.09 0.03 0.05 0.05 0.09 0.03 0.05 0.05 0.09 0.03 0.05
PowerOneLocus Additive 1.2 1 0.0001500 0.04 0.07 0.01 0.02 0.04 0.07 0.01 0.02 0.04 0.07 0.01 0.02 0.04 0.07 0.01 0.02 0.04 0.07 0.01 0.02 0.04 0.07 0.01 0.02 0.04 0.07 0.01 0.02 0.04 0.07 0.01 0.02 0.04 0.07 0.01 0.02
PowerOneLocus Additive 1.2 1 0.0002000 0.08 0.15 0.04 0.07 0.08 0.15 0.04 0.07 0.08 0.15 0.04 0.07 0.08 0.15 0.04 0.07 0.08 0.15 0.04 0.07 0.08 0.15 0.04 0.07 0.08 0.15 0.04 0.07 0.08 0.15 0.04 0.07 0.07 0.14 0.04 0.07
PowerOneLocus Additive 1.6 1 0.0000000 0.32 0.38 0.22 0.26 0.32 0.38 0.22 0.26 0.32 0.38 0.22 0.26 0.32 0.38 0.22 0.26 0.32 0.38 0.22 0.26 0.32 0.38 0.22 0.26 0.32 0.38 0.22 0.26 0.32 0.38 0.22 0.26 0.32 0.38 0.22 0.26
PowerOneLocus Additive 1.6 1 0.0000500 0.13 0.21 0.09 0.13 0.13 0.21 0.09 0.13 0.13 0.21 0.09 0.13 0.13 0.21 0.09 0.13 0.13 0.21 0.09 0.13 0.13 0.21 0.09 0.13 0.13 0.21 0.09 0.13 0.13 0.21 0.09 0.13 0.13 0.21 0.09 0.13
PowerOneLocus Additive 1.6 1 0.0001000 0.06 0.1 0.03 0.05 0.06 0.1 0.03 0.05 0.06 0.1 0.03 0.05 0.06 0.1 0.03 0.05 0.06 0.1 0.03 0.05 0.06 0.1 0.03 0.05 0.06 0.1 0.03 0.05 0.06 0.1 0.03 0.05 0.06 0.1 0.03 0.05
PowerOneLocus Additive 1.6 1 0.0001500 0.03 0.12 0.02 0.03 0.03 0.12 0.02 0.03 0.03 0.12 0.02 0.03 0.03 0.12 0.02 0.03 0.03 0.12 0.02 0.03 0.03 0.12 0.02 0.03 0.03 0.12 0.02 0.03 0.03 0.12 0.02 0.03 0.03 0.12 0.02 0.03
PowerOneLocus Additive 1.6 1 0.0002000 0.11 0.16 0.03 0.07 0.11 0.16 0.03 0.07 0.11 0.16 0.03 0.07 0.11 0.16 0.03 0.07 0.11 0.16 0.03 0.07 0.11 0.16 0.03 0.07 0.11 0.16 0.03 0.07 0.11 0.16 0.03 0.07 0.1 0.15 0.03 0.07
PowerOneLocus Additive 2.0 1 0.0000000 0.35 0.4 0.25 0.3 0.35 0.4 0.25 0.3 0.35 0.4 0.25 0.3 0.35 0.4 0.25 0.3 0.35 0.4 0.25 0.3 0.35 0.4 0.25 0.3 0.35 0.4 0.25 0.3 0.35 0.4 0.25 0.3 0.35 0.4 0.24 0.3
PowerOneLocus Additive 2.0 1 0.0000500 0.14 0.24 0.1 0.14 0.14 0.24 0.1 0.14 0.14 0.24 0.1 0.14 0.14 0.24 0.1 0.14 0.14 0.24 0.1 0.14 0.14 0.24 0.1 0.14 0.14 0.24 0.1 0.14 0.14 0.24 0.1 0.14 0.14 0.24 0.1 0.14
PowerOneLocus Additive 2.0 1 0.0001000 0.05 0.14 0.03 0.03 0.05 0.14 0.03 0.03 0.05 0.14 0.03 0.03 0.05 0.14 0.03 0.03 0.05 0.14 0.03 0.03 0.05 0.14 0.03 0.03 0.05 0.14 0.03 0.03 0.05 0.14 0.03 0.03 0.05 0.12 0.03 0.03
PowerOneLocus Additive 2.0 1 0.0001500 0.06 0.13 0.02 0.04 0.06 0.13 0.02 0.04 0.06 0.13 0.02 0.04 0.06 0.13 0.02 0.04 0.06 0.13 0.02 0.04 0.06 0.13 0.02 0.04 0.06 0.13 0.02 0.04 0.06 0.13 0.02 0.04 0.06 0.12 0.02 0.04
PowerOneLocus Additive 2.0 1 0.0002000 0.1 0.16 0.04 0.08 0.1 0.16 0.04 0.08 0.1 0.16 0.04 0.08 0.1 0.16 0.04 0.08 0.1 0.16 0.04 0.08 0.1 0.16 0.04 0.08 0.1 0.16 0.04 0.08 0.1 0.16 0.04 0.08 0.09 0.16 0.04 0.08
